OBJECTID,Suburbs and Localities 2021 code,Suburbs and Localities 2021 name,Area in square kilometres,Uniform Resource Identifier,Usual Resident Population,IRSAD Score,IRSAD Rank within Australia,IRSAD Rank within Australia - Decile,IRSAD Rank within Australia - Percentile,IRSAD Rank within State or Territory,IRSAD Rank within State or Territory - Decile,IRSAD Rank within State or Territory - Percentile,IRSAD Minimum Score,IRSAD Maximum Score,IRSAD Per Cent of Usual Resident Population Without a Score,IRSD Score,IRSD Rank within Australia,IRSD Rank within Australia - Decile,IRSD Rank within Australia - Percentile,IRSD Rank within State or Territory,IRSD Rank within State or Territory - Decile,IRSD Rank within State or Territory - Percentile,IRSD Minimum Score,IRSD Maximum Score,IRSD Per Cent of Usual Resident Population Without a Score,IEO Score,IEO Rank within Australia,IEO Rank within Australia - Decile,IEO Rank within Australia - Percentile,IEO Rank within State or Territory,IEO Rank within State or Territory - Decile,IEO Rank within State or Territory - Percentile,IEO Minimum Score,IEO Maximum Score,IEO Per Cent of Usual Resident Population Without a Score,IER Score,IER Rank within Australia,IER Rank within Australia - Decile,IER Rank within Australia - Percentile,IER Rank within State or Territory,IER Rank within State or Territory - Decile,IER Rank within State or Territory - Percentile,IER Minimum Score,IER Maximum Score,IER Per Cent of Usual Resident Population Without a Score,Suburbs and Localities (SAL) Aggregation Quality Flag,globalid,Shape__Area,Shape__Length
493,10493,Booragul,1.2416,https://linked.data.gov.au/dataset/asgsed3/SAL/10493,1623,902.1004357,1816,2,13,429,1,10,857.6874221,962.4387403,0,931.2421764,2051,2,15,521,2,13,877.6471419,1028.463288,0,907.2419495,2431,2,17,557,2,13,864.3959245,946.7617028,0,927.1362165,1437,1,10,324,1,8,879.509002,1011.170837,0,,ae938917-662b-4294-a644-96a2c2fb5177,0.000119747,0.056093952
494,10494,Booral (NSW),140.6463,https://linked.data.gov.au/dataset/asgsed3/SAL/10494,457,978.6941289,6567,5,46,1759,5,41,978.6941289,978.6941289,0,1002.659672,6182,5,43,1707,4,40,1002.659672,1002.659672,0,966.54449,6369,5,44,1575,4,37,966.54449,966.54449,0,1029.802641,7683,6,54,2060,5,48,1029.802641,1029.802641,0,,a14855a3-8160-4a94-88c1-8965d4b10fae,0.013491607,0.733090394
495,10495,Boorga,253.1811,https://linked.data.gov.au/dataset/asgsed3/SAL/10495,27,993.7892261,7820,6,55,2042,5,48,993.7892261,993.7892261,0,1011.274309,6939,5,48,1939,5,46,1011.274309,1011.274309,0,1010.261373,9495,7,66,2552,6,60,1010.261373,1010.261373,0,1014.316565,6287,5,44,1676,4,39,1014.316565,1014.316565,0,1,b566b133-fa09-4d8c-a340-677c908de0dc,0.024712202,0.834432433
496,10496,Boorganna,51.9562,https://linked.data.gov.au/dataset/asgsed3/SAL/10496,24,942.8583416,3801,3,27,986,3,23,942.8583416,942.8583416,0,961.4160703,3278,3,23,916,3,22,961.4160703,961.4160703,0,978.4006149,7182,5,50,1819,5,43,978.4006149,978.4006149,0,983.6602925,3975,3,28,1040,3,25,983.6602925,983.6602925,0,1,8c5a5c08-f1d8-4abd-b734-17b41ddd6b57,0.004938662,0.415369638
497,10497,Boorolong,271.1435,https://linked.data.gov.au/dataset/asgsed3/SAL/10497,71,1060.361426,12528,9,87,3485,9,81,1060.361426,1064.024944,0,1091.812994,13594,10,94,3932,10,92,1091.405729,1091.812994,0,1082.200837,13167,10,91,3817,9,89,1071.249177,1082.200837,0,1068.816694,11038,8,77,2976,7,70,1068.816694,1085.251174,0,1,824c1229-025a-492d-89f2-b2352f6ef9b6,0.025437933,1.137927381
498,10498,Boorook,433.9625,https://linked.data.gov.au/dataset/asgsed3/SAL/10498,20,945.4831331,3967,3,28,1025,3,24,945.4831331,945.4831331,0,961.6544758,3299,3,23,922,3,22,961.6544758,961.6544758,0,1001.192524,8866,7,62,2319,6,54,1001.192524,1001.192524,0,976.1392811,3482,3,25,902,3,21,976.1392811,976.1392811,0,1,fa2827a0-ff25-4b95-a2a2-13739b0fd82f,0.040106639,1.335030581
499,10499,Boorooma,1.5015,https://linked.data.gov.au/dataset/asgsed3/SAL/10499,1741,1069.659095,12934,9,90,3614,9,84,1054.850121,1083.338987,0,1088.097243,13414,10,93,3867,9,90,1072.366967,1102.628195,0,1085.364371,13235,10,92,3842,9,89,1075.378574,1094.588819,0,1057.105764,10053,7,70,2701,7,63,1039.533423,1073.338335,0,,dc49b7c9-a698-45d5-aa81-3b8d8feee26b,0.000148378,0.059344846
500,10500,Booroorban,1294.4138,https://linked.data.gov.au/dataset/asgsed3/SAL/10500,36,1021.835995,10115,7,70,2741,7,64,1019.469885,1035.76265,0,1037.811671,9305,7,65,2610,7,61,1034.307063,1058.439393,0,1037.054595,11242,8,78,3154,8,73,1032.956631,1037.750831,0,1021.060037,6848,5,48,1827,5,43,1019.318307,1031.311661,0,1,95aedbe1-c90a-4d77-a930-bbb316ccc5f2,0.127596588,2.29332229
501,10501,Boorowa,754.78,https://linked.data.gov.au/dataset/asgsed3/SAL/10501,1888,953.1272226,4508,4,32,1173,3,28,902.6743167,1087.831465,0,977.1801769,4247,3,30,1167,3,28,922.7263415,1095.842838,0,962.2515848,6009,5,42,1518,4,36,899.1451179,1095.644008,0,989.2931858,4356,4,31,1143,3,27,926.3871784,1104.634608,0,,931f8ef8-25d9-42e4-a452-780fe41f6614,0.073995009,1.972118511
502,10502,Bootawa,27.1971,https://linked.data.gov.au/dataset/asgsed3/SAL/10502,174,976.5478756,6375,5,45,1703,4,40,976.5478756,976.5478756,0,1012.850215,7040,5,49,1974,5,46,1012.850215,1012.850215,0,978.5584155,7194,5,50,1828,5,43,978.5584155,978.5584155,0,1015.226298,6368,5,45,1701,4,40,1015.226298,1015.226298,0,1,f9046e55-43a0-43d3-bb9e-430455315949,0.00259354,0.275154777
503,10503,Booti Booti,2.5511,https://linked.data.gov.au/dataset/asgsed3/SAL/10503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45489beb-4b60-49da-9824-3b2a77d21d72,0.000244306,0.083819191
504,10504,Booyong,9.2999,https://linked.data.gov.au/dataset/asgsed3/SAL/10504,84,1062.486762,12633,9,88,3529,9,82,1062.486762,1062.486762,0,1058.470945,11242,8,78,3182,8,74,1058.470945,1058.470945,0,1060.869663,12405,9,86,3568,9,83,1060.869663,1060.869663,0,1038.154289,8434,6,59,2281,6,53,1038.154289,1038.154289,0,1,26b58489-74cb-4f57-a5e8-7aaf0e680f04,0.000859074,0.201821177
505,10505,Bora Ridge,56.9691,https://linked.data.gov.au/dataset/asgsed3/SAL/10505,107,911.4835674,2124,2,15,525,2,13,911.4835674,911.4835674,0,945.5188935,2585,2,18,693,2,17,945.5188935,945.5188935,0,926.5479974,3535,3,25,882,3,21,926.5479974,926.5479974,0,964.4485953,2879,2,20,722,2,17,964.4485953,964.4485953,0,,687423a3-c870-47d9-895f-d7aa0c9da641,0.005278286,0.548123882
506,10506,Borah Creek,135.909,https://linked.data.gov.au/dataset/asgsed3/SAL/10506,22,1023.781045,10276,8,72,2807,7,66,1023.781045,1023.781045,0,1048.300637,10231,8,71,2878,7,67,1048.300637,1048.300637,0,1012.279043,9665,7,67,2621,7,61,1012.279043,1012.279043,0,1041.036518,8689,7,61,2366,6,55,1041.036518,1041.036518,0,1,64bc3ec0-3de6-46cd-88c6-38e2c8989412,0.012783571,0.547044749
507,10507,Borambola,147.2257,https://linked.data.gov.au/dataset/asgsed3/SAL/10507,117,1034.498014,11011,8,77,3036,8,71,1034.498014,1034.498014,0,1073.233587,12512,9,87,3539,9,83,1073.233587,1073.233587,0,994.1646064,8346,6,58,2157,5,50,994.1646064,994.1646064,0,1101.999892,13216,10,92,3692,9,86,1101.999892,1101.999892,0,1,b23a79d8-e70c-486e-8db4-346c1492bd1d,0.014564007,0.836663265
508,10508,Border Ranges,94.1857,https://linked.data.gov.au/dataset/asgsed3/SAL/10508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8aed7d91-cdaa-48f4-b44a-94fff5a759d1,0.008671871,0.54225214
509,10509,Boree,47.5094,https://linked.data.gov.au/dataset/asgsed3/SAL/10509,93,1110.753832,13914,10,97,4010,10,94,1110.753832,1110.753832,0,1125.372551,14381,10,100,4262,10,99,1125.372551,1125.372551,0,1110.31166,13785,10,96,4035,10,94,1110.31166,1110.31166,0,1121.809601,13874,10,96,3974,10,93,1121.809601,1121.809601,0,1,5f393466-6be9-4aa0-8f30-cd7f79f37459,0.004596824,0.439340216
510,10510,Boree Creek,752.991,https://linked.data.gov.au/dataset/asgsed3/SAL/10510,204,949.5552974,4248,3,30,1101,3,26,889.5559015,1060.802859,0,957.7872997,3122,3,22,870,3,21,891.1547577,1073.102457,0,985.1916268,7672,6,53,1988,5,47,935.4790289,1101.674301,0,1013.650163,6224,5,44,1664,4,39,959.93621,1118.300317,0,,0dbf9abf-ec4c-4c36-afd6-e12912946f75,0.074420499,1.541648611
511,10511,Borenore,88.1575,https://linked.data.gov.au/dataset/asgsed3/SAL/10511,476,1095.767221,13696,10,95,3922,10,91,1095.767221,1095.767221,0,1107.472876,14095,10,98,4125,10,96,1107.472876,1107.472876,0,1049.053076,11854,9,82,3376,8,79,1049.053076,1049.053076,0,1118.405411,13805,10,96,3947,10,92,1118.405411,1118.405411,0,,77d1bff5-eae0-4843-822f-d2b01c41bf5a,0.008528056,0.650485067
512,10512,Boro,60.703,https://linked.data.gov.au/dataset/asgsed3/SAL/10512,97,1048.263437,11940,9,83,3301,8,77,1048.263437,1048.263437,0,1058.311333,11228,8,78,3172,8,74,1058.311333,1058.311333,0,1041.384712,11436,8,79,3246,8,76,1041.384712,1041.384712,0,1089.600613,12664,9,88,3484,9,81,1089.600613,1089.600613,0,1,05388922-b15e-4d16-8c69-7e48c9cb29e6,0.006008425,0.421553755
513,10513,Bossley Park,4.5359,https://linked.data.gov.au/dataset/asgsed3/SAL/10513,15492,934.6265402,3272,3,23,847,2,20,867.7143554,1033.52392,0,888.0090601,1037,1,8,237,1,6,788.1762126,1027.357812,0,941.575121,4517,4,32,1134,3,27,886.0158106,1023.000498,0,990.4141259,4402,4,31,1159,3,27,904.3321007,1094.954205,0,,245665d5-bda8-470c-bd1a-d12b88b10a07,0.000441899,0.095461512
514,10514,Bostobrick,66.0291,https://linked.data.gov.au/dataset/asgsed3/SAL/10514,132,961.7806996,5113,4,36,1330,4,31,961.7806996,961.7806996,0,1000.232233,6003,5,42,1665,4,39,1000.232233,1000.232233,0,941.619402,4519,4,32,1135,3,27,941.619402,941.619402,0,991.6238147,4487,4,32,1184,3,28,991.6238147,991.6238147,0,1,e709b96f-fb37-4505-85fd-33e5dbd81b26,0.006190558,0.516596712
515,10515,Botany,3.2109,https://linked.data.gov.au/dataset/asgsed3/SAL/10515,12960,1082.014584,13366,10,93,3803,9,89,983.5475526,1171.322149,0.00185185,1053.289392,10754,8,75,3026,8,71,967.1038348,1127.041452,0.00185185,1060.467854,12378,9,86,3564,9,83,954.8273971,1174.513065,0.00185185,1028.430652,7536,6,53,2022,5,47,913.8240325,1111.686666,0.00185185,,542a365b-a4d0-4942-8c76-cb30abb816d3,0.000313136,0.07534298
516,10516,Botobolar,96.6124,https://linked.data.gov.au/dataset/asgsed3/SAL/10516,131,967.2942628,5602,4,39,1467,4,35,967.2942628,967.2942628,0,1025.489982,8165,6,57,2260,6,53,1025.489982,1025.489982,0,908.8417066,2494,2,18,573,2,14,908.8417066,908.8417066,0,1059.269003,10267,8,71,2767,7,65,1059.269003,1059.269003,0,1,7473d50f-4f4d-4135-9866-413a392fd007,0.009272835,0.617158113
517,10517,Bottle Creek,25.7632,https://linked.data.gov.au/dataset/asgsed3/SAL/10517,42,921.7741272,2606,2,19,665,2,16,921.7741272,921.7741272,0,925.3350073,1849,2,13,458,2,11,925.3350073,925.3350073,0,967.5377729,6430,5,45,1593,4,37,967.5377729,967.5377729,0,972.8297184,3288,3,23,840,2,20,972.8297184,972.8297184,0,1,b9a5a107-df57-427a-adc8-41b6f858dafc,0.002380789,0.251365247
518,10518,Bouddi,7.0456,https://linked.data.gov.au/dataset/asgsed3/SAL/10518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86bfd864-0a36-4e9b-9f3e-ad9e172d3e85,0.000683761,0.228111428
519,10519,Bourbah,436.698,https://linked.data.gov.au/dataset/asgsed3/SAL/10519,42,1080.031713,13306,10,93,3777,9,88,1080.031713,1080.031713,0,1087.886868,13406,10,93,3865,9,90,1087.886868,1087.886868,0,1103.162142,13654,10,95,3995,10,93,1103.162142,1103.162142,0,1061.955638,10453,8,73,2825,7,66,1061.955638,1061.955638,0,1,98123a77-70fd-4b66-8b7e-c9945e3595d3,0.041341217,1.109787666
520,10520,Bourke,3882.792,https://linked.data.gov.au/dataset/asgsed3/SAL/10520,1699,925.3174378,2802,2,20,707,2,17,813.2262637,1047.513775,0,913.1245025,1520,2,11,368,1,9,756.082725,1073.213471,0,961.4685963,5945,5,42,1496,4,35,900.5834045,1018.440584,0,905.6707511,956,1,7,198,1,5,823.7255399,1069.557408,0,,5bc59563-a2d1-47de-8db2-dd61afd60d8a,0.363769257,3.744681881
521,10521,Bourkelands,2.1005,https://linked.data.gov.au/dataset/asgsed3/SAL/10521,3113,1042.925505,11648,9,81,3216,8,75,989.7052401,1071.920563,0,1070.450037,12300,9,86,3461,9,81,1038.548894,1091.959841,0,1033.544798,11100,8,77,3113,8,73,976.7812261,1065.479345,0,1068.206335,10989,8,76,2959,7,69,1001.9118,1136.040574,0,,0aeb517e-0792-4084-aa60-f24b7eb77af2,0.00020782,0.06731525
522,10522,Bournda,82.4412,https://linked.data.gov.au/dataset/asgsed3/SAL/10522,127,998.0069154,8183,6,57,2163,6,51,998.0069154,1007.0014,0,1077.127655,12755,9,89,3622,9,84,1043.527047,1077.127655,0,949.0714011,5049,4,35,1269,3,30,949.0714011,994.7438067,0,1061.576376,10417,8,73,2813,7,66,1054.990316,1061.576376,0,,5ad0186a-850d-4470-ba6b-eeeca8a76308,0.008325763,0.594057098
523,10523,Bournewood,116.045,https://linked.data.gov.au/dataset/asgsed3/SAL/10523,60,1042.248124,11594,9,81,3197,8,75,1042.248124,1042.248124,0,1072.680873,12455,9,87,3510,9,82,1072.680873,1072.680873,0,1033.112524,11065,8,77,3099,8,72,1033.112524,1033.112524,0,1089.941879,12683,9,88,3494,9,82,1089.941879,1089.941879,0,1,7670b879-4431-4353-a0da-4769109d5c50,0.01116556,0.62157436
524,10524,Bow Bowing,0.7633,https://linked.data.gov.au/dataset/asgsed3/SAL/10524,1606,984.2650516,7059,5,49,1854,5,43,942.4010972,1001.404344,0,1001.084713,6063,5,42,1681,4,39,972.2507411,1018.7203,0,958.79384,5759,4,40,1453,4,34,897.1102749,989.4322728,0,1046.909646,9172,7,64,2479,6,58,1003.5031,1082.926541,0,,ae137275-a222-477f-ad81-e75a9875e7d0,7.4519624831737E-05,0.039613274
525,10525,Bowan Park,64.1896,https://linked.data.gov.au/dataset/asgsed3/SAL/10525,106,1110.753832,13915,10,97,4011,10,94,1110.753832,1110.753832,0,1125.372551,14382,10,100,4263,10,99,1125.372551,1125.372551,0,1110.31166,13786,10,96,4036,10,94,1110.31166,1110.31166,0,1121.809601,13875,10,96,3975,10,93,1121.809601,1121.809601,0,1,f5aa811e-60d4-49d8-921a-edd803b4be96,0.006215429,0.500873633
526,10526,Bowen Mountain,20.0171,https://linked.data.gov.au/dataset/asgsed3/SAL/10526,1609,1030.596245,10757,8,75,2958,7,69,1014.656637,1126.494534,0,1056.798838,11071,8,77,3116,8,73,1039.515699,1150.955901,0,1007.297484,9292,7,65,2496,6,58,972.1050495,1081.635668,0,1102.88473,13247,10,92,3709,9,86,1090.816572,1182.807291,0,,e7753c2a-5d98-417d-83ae-28eaa23e1bd0,0.001943908,0.263322814
527,10527,Bowenfels,21.827,https://linked.data.gov.au/dataset/asgsed3/SAL/10527,2049,801.5270599,291,1,3,29,1,1,595.0264201,1014.880528,0,778.2059125,304,1,3,41,1,1,495.7358374,1038.171475,0,805.833028,166,1,2,23,1,1,696.5185348,937.702537,0,854.2420511,436,1,4,66,1,2,659.0199151,1136.748024,0,,cf109a8c-2842-49ec-a94e-941e4bd4dfd1,0.002117378,0.314134934
528,10528,Bowling Alley Point,36.6367,https://linked.data.gov.au/dataset/asgsed3/SAL/10528,21,939.2787338,3544,3,25,931,3,22,939.2787338,939.2787338,0,967.4610024,3655,3,26,1022,3,24,967.4610024,967.4610024,0,977.8278901,7142,5,50,1811,5,42,977.8278901,977.8278901,0,956.4319478,2475,2,18,595,2,14,956.4319478,956.4319478,0,1,79ea960a-6ef2-4bd9-acbc-96f58c0813d5,0.003473587,0.284320242
529,10529,Bowman,60.4488,https://linked.data.gov.au/dataset/asgsed3/SAL/10529,139,977.7417333,6488,5,45,1739,5,41,977.7417333,977.7417333,0,991.9511476,5343,4,37,1465,4,35,991.9511476,991.9511476,0,1003.416417,9014,7,63,2374,6,56,1003.416417,1003.416417,0,998.5897547,5016,4,35,1332,4,32,998.5897547,998.5897547,0,1,834455c1-afb5-40bd-b7a7-17d2d55d12cd,0.005764813,0.46046344
530,10530,Bowman Farm,46.5617,https://linked.data.gov.au/dataset/asgsed3/SAL/10530,41,977.7417333,6489,5,45,1740,5,41,977.7417333,977.7417333,0,991.9511476,5344,4,37,1466,4,35,991.9511476,991.9511476,0,1003.416417,9026,7,63,2386,6,56,1003.416417,1003.416417,0,998.5897547,5017,4,35,1333,4,32,998.5897547,998.5897547,0,1,a0f35ef0-a2c0-4177-9cc9-b4b7fd4b4dd0,0.004439542,0.373807154
531,10531,Bowmans Creek,68.233,https://linked.data.gov.au/dataset/asgsed3/SAL/10531,17,1006.545939,8938,7,62,2348,6,55,1002.569828,1015.878681,0,1041.470966,9648,7,67,2697,7,63,1035.913729,1054.514933,0,921.2870804,3214,3,23,787,2,19,902.4373263,929.3178086,0,1106.859335,13394,10,93,3763,9,88,1097.290044,1129.320409,0,1,597147eb-990c-4cc0-8db0-233b13c50857,0.006530127,0.456951957
532,10532,Bowna,116.8153,https://linked.data.gov.au/dataset/asgsed3/SAL/10532,115,1074.459744,13138,10,91,3706,9,86,1074.459744,1074.459744,0,1090.189308,13509,10,94,3903,10,91,1090.189308,1090.189308,0,1072.028179,12862,9,89,3728,9,87,1072.028179,1072.028179,0,1093.511733,12845,9,89,3547,9,83,1093.511733,1093.511733,0,1,13d797a8-29f3-4464-b954-1937e645b041,0.011672865,0.582498335
533,10533,Bowning,292.6812,https://linked.data.gov.au/dataset/asgsed3/SAL/10533,619,1004.764441,8780,7,61,2317,6,54,925.9020973,1074.233634,0,1022.623088,7871,6,55,2191,6,51,960.7157905,1077.15672,0,1020.118309,10244,8,71,2821,7,66,924.4098301,1104.427124,0,1076.850383,11716,9,81,3201,8,75,1027.121943,1120.655759,0,,4595bc4c-0da2-4ac4-895a-d00d90e675ff,0.028811883,1.194502509
534,10534,Bowral,37.1814,https://linked.data.gov.au/dataset/asgsed3/SAL/10534,10764,1062.887384,12647,9,88,3532,9,82,961.6832921,1157.374767,0.00046451,1062.011548,11568,8,80,3270,8,76,955.1947577,1141.146339,0.00046451,1072.001582,12860,9,89,3727,9,87,994.3134734,1141.013514,0.00046451,1048.842546,9364,7,65,2545,6,60,930.4186816,1159.650922,0.00046451,,5fa750d8-c93d-4c12-b060-fa8f0f9f8f05,0.003648926,0.422815024
535,10535,Bowraville,27.7837,https://linked.data.gov.au/dataset/asgsed3/SAL/10535,1157,816.266784,349,1,3,48,1,2,729.345329,929.163975,0,823.1203479,442,1,4,83,1,2,710.9877536,974.3499537,0,841.3640785,470,1,4,89,1,3,776.5659513,958.4011125,0,890.4974253,727,1,6,135,1,4,850.6356959,1003.761529,0,,7dc90f5c-b71f-45ad-bfe4-ea92c47cf02d,0.002614152,0.285153346
536,10536,Box Head,1.9619,https://linked.data.gov.au/dataset/asgsed3/SAL/10536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8f94cbf-5335-4fc8-88d9-56b1d2ee2f44,0.000190438,0.104134064
537,10537,Box Hill (NSW),9.0582,https://linked.data.gov.au/dataset/asgsed3/SAL/10537,6450,1149.941191,14303,10,99,4186,10,98,1104.746361,1193.224867,0,1104.030611,14011,10,97,4088,10,95,1058.04052,1149.76464,0,1096.972535,13520,10,94,3932,10,91,1060.834738,1139.904274,0,1177.922625,14438,10,100,4293,10,100,1123.431917,1243.224529,0,,2168fc35-2834-4a4e-8431-851c883012aa,0.000880443,0.137761007
538,10538,Boxers Creek,78.8218,https://linked.data.gov.au/dataset/asgsed3/SAL/10538,259,964.4959294,5377,4,38,1397,4,33,952.99996,981.1101318,0,976.1786403,4168,3,29,1150,3,27,963.4271768,994.6073076,0,942.802628,4597,4,32,1153,3,27,923.9295728,970.0783408,0,1031.107978,7784,6,54,2097,5,49,1005.414631,1068.240512,0,,d0f26166-1c5b-4c47-be67-84da4e56b76d,0.007761504,0.591890032
539,10539,Boydtown,9.3534,https://linked.data.gov.au/dataset/asgsed3/SAL/10539,75,940.0256664,3588,3,25,940,3,22,940.0256664,940.0256664,0,992.6217161,5434,4,38,1499,4,35,992.6217161,992.6217161,0,919.6810041,3124,3,22,761,2,18,919.6810041,919.6810041,0,988.3196519,4293,3,30,1124,3,27,988.3196519,988.3196519,0,1,b0b84b75-a6bb-4fcf-9cf6-8a247e635708,0.000948162,0.180365608
540,10540,Bradbury (NSW),3.5423,https://linked.data.gov.au/dataset/asgsed3/SAL/10540,9433,928.9667947,2976,3,21,754,2,18,762.9332683,994.9371748,0,937.0613745,2287,2,16,594,2,14,729.0062344,1021.828637,0,921.8717312,3257,3,23,800,2,19,813.2312019,964.3928097,0,967.1420887,3018,3,21,767,2,18,764.053012,1037.482941,0,,1340065a-2879-4b3d-9040-fb6089153df2,0.000346025,0.100741426
541,10541,Braefield,20.3867,https://linked.data.gov.au/dataset/asgsed3/SAL/10541,64,1019.907251,9963,7,69,2695,7,63,1019.907251,1019.907251,0,1057.109188,11119,8,77,3138,8,73,1057.109188,1057.109188,0,1004.626108,9097,7,63,2428,6,57,1004.626108,1004.626108,0,1081.47364,12067,9,84,3301,8,77,1081.47364,1081.47364,0,1,1371283f-2a2f-48a8-8413-9159c8a26de8,0.001936899,0.262798187
542,10542,Braemar,2.2896,https://linked.data.gov.au/dataset/asgsed3/SAL/10542,966,1021.311669,10080,7,70,2733,7,64,992.7331647,1021.311669,0,1036.872833,9203,7,64,2581,6,60,1032.133743,1036.872833,0,994.3062545,8359,6,58,2166,6,51,929.5066307,994.3062545,0,1065.641752,10770,8,75,2899,7,68,1065.641752,1091.329345,0,,6fc36588-4d3b-4ffe-b99d-802c78d639f1,0.000224551,0.087853007
543,10543,Braemar Bay,67.8435,https://linked.data.gov.au/dataset/asgsed3/SAL/10543,16,1017.954397,9793,7,68,2626,7,61,1017.954397,1017.954397,0,1055.172161,10926,8,76,3073,8,72,1055.172161,1055.172161,0,1025.986427,10594,8,74,2926,7,68,1025.986427,1025.986427,0,1032.21389,7871,6,55,2119,5,50,1032.21389,1032.21389,0,1,496f9175-375c-4769-a5dc-8fa97666d014,0.006789656,0.496420295
544,10544,Braidwood,234.6163,https://linked.data.gov.au/dataset/asgsed3/SAL/10544,1720,995.3311829,7965,6,56,2082,5,49,970.2892904,1072.300317,0,1017.02471,7416,6,52,2080,5,49,983.766111,1096.599629,0,1008.398016,9371,7,65,2518,6,59,976.7803712,1048.24609,0,1004.535096,5431,4,38,1452,4,34,965.4964701,1088.576036,0,,fd3492fc-0f9c-47d3-a61b-87d51204bdc6,0.023288327,0.885277918
545,10545,Brandy Hill,9.3128,https://linked.data.gov.au/dataset/asgsed3/SAL/10545,713,1044.462356,11726,9,82,3242,8,76,1034.626625,1055.931487,0,1062.822758,11644,9,81,3290,8,77,1060.520466,1067.532426,0,983.7629726,7531,6,52,1929,5,45,963.7176055,988.4780556,0,1146.443827,14258,10,99,4177,10,97,1133.263002,1170.894083,0,,73fb5c32-78e5-4bb0-b27a-3cb31ecfafb1,0.000895527,0.167534685
546,10546,Branxton,31.8918,https://linked.data.gov.au/dataset/asgsed3/SAL/10546,2255,1005.536329,8862,7,62,2333,6,55,925.3868301,1081.920089,0,1040.901024,9591,7,67,2679,7,63,964.5389031,1089.90515,0,935.3046142,4119,3,29,1035,3,24,872.7066971,996.3196701,0,1084.372423,12290,9,85,3376,8,79,972.4277793,1170.064483,0,,ae0919f6-e42c-48e2-b37c-8fed87d3f864,0.003064774,0.355623789
547,10547,Braunstone,48.7259,https://linked.data.gov.au/dataset/asgsed3/SAL/10547,284,946.0060356,4023,3,28,1038,3,25,946.0060356,946.0060356,0,970.6612964,3842,3,27,1067,3,25,970.6612964,970.6612964,0,894.5104026,1858,2,13,401,1,10,894.5104026,894.5104026,0,1012.849241,6172,5,43,1646,4,39,1012.849241,1012.849241,0,,bd90184a-51ba-424f-95cd-96396a6ff863,0.004547315,0.481831307
548,10548,Brawboy,61.223,https://linked.data.gov.au/dataset/asgsed3/SAL/10548,18,902.6454195,1829,2,13,436,2,11,902.6454195,902.6454195,0,896.7655767,1204,1,9,286,1,7,896.7655767,896.7655767,0,935.5256313,4132,3,29,1038,3,25,935.5256313,935.5256313,0,940.5113544,1882,2,14,462,2,11,940.5113544,940.5113544,0,1,5f19ed2b-b8cc-418e-9756-ebfb41c861f7,0.005839993,0.481063351
549,10549,Bray Park (NSW),0.9675,https://linked.data.gov.au/dataset/asgsed3/SAL/10549,822,871.9695841,1004,1,7,183,1,5,866.1852701,880.138659,0,890.0286963,1067,1,8,247,1,6,879.2711791,905.2213302,0,881.5724644,1364,1,10,289,1,7,874.9788672,890.8844745,0,938.0014024,1786,2,13,429,1,10,923.744867,958.1356322,0,,47689c10-e528-4f6a-90ca-cedf1b4939ca,8.90478445398912E-05,0.055054487
550,10550,Brays Creek,16.4502,https://linked.data.gov.au/dataset/asgsed3/SAL/10550,119,948.8747623,4199,3,30,1086,3,26,948.8747623,948.8747623,0,966.4675038,3578,3,25,991,3,23,966.4675038,966.4675038,0,965.4048387,6258,5,44,1561,4,37,965.4048387,965.4048387,0,985.6257932,4110,3,29,1083,3,26,985.6257932,985.6257932,0,1,80bdc7fb-d3c1-4a6e-acb7-f51c1c73b2d5,0.001514853,0.199021056
551,10551,Brayton,91.6026,https://linked.data.gov.au/dataset/asgsed3/SAL/10551,208,1007.654905,9006,7,63,2365,6,55,1000.524046,1020.662497,0,1023.040296,7924,6,55,2222,6,52,1021.038444,1026.691928,0,979.711617,7250,6,51,1857,5,43,957.6960467,1019.870813,0,1051.837386,9629,7,67,2590,7,61,1018.101533,1070.331633,0,1,672416af-b485-4c62-8ed6-b6865d98d18e,0.009004851,0.796274065
552,10552,Breadalbane (NSW),141.574,https://linked.data.gov.au/dataset/asgsed3/SAL/10552,107,1073.661755,13105,10,91,3687,9,86,1033.458498,1073.661755,0,1086.590061,13338,10,93,3832,9,89,1066.587696,1086.590061,0,1044.994564,11635,9,81,3301,8,77,979.5167063,1044.994564,0,1115.145726,13699,10,95,3892,10,91,1086.288819,1115.145726,0,1,02f5a9af-e8b7-4b7f-a0fa-d3cc116652ec,0.013945424,0.649158429
553,10553,Breakfast Creek,37.171,https://linked.data.gov.au/dataset/asgsed3/SAL/10553,44,1001.526956,8494,6,59,2232,6,52,1001.526956,1001.526956,0,1028.828477,8452,6,59,2341,6,55,1028.828477,1028.828477,0,984.3044147,7560,6,53,1945,5,46,984.3044147,984.3044147,0,1033.00536,7958,6,56,2140,5,50,1033.00536,1033.00536,0,1,4da6ac8f-746d-441d-87e4-cb25d7f1e389,0.003573457,0.436386182
